Country,Time,Moody_LTF,SP_LTF,Fitch_LTF,Moody_STF,SP_STF,Fitch_STF,Moody_LTL,SP_LTL,Fitch_LTL,Moody_STL,SP_STL,Fitch_STL
Romania,8/7/1998,B3,,,,,,,,,,,
Romania,6/4/1997,Ba3,,,,,,,,,,,
Romania,3/6/1996,,,,,,,,,,,,
Romania,5/16/2014,,BBB-,,,A-3,,,BBB-,,,A-3,
Romania,11/29/2011,,,,,,,,BB+,,,B,
Romania,10/27/2008,,BB+,,,B,,,BBB-,,,,
Romania,9/6/2005,,BBB-,,,A-3,,,BBB,,,,
Romania,9/14/2004,,BB+,,,,,,BBB-,,,A-3,
Romania,9/17/2003,,BB,,,,,,BB+,,,,
Romania,2/27/2003,,BB-,,,,,,BB,,,,
Romania,4/19/2002,,B+,,,,,,BB-,,,,
Romania,6/7/2001,,B,,,B,,,B+,,,B,
Romania,4/1/1999,,,,,,,,B,,,C,
Romania,10/19/1998,,B-,,,C,,,,,,,
Romania,5/20/1998,,B+,,,,,,BB,,,B,
Romania,4/30/1997,,BB-,,,B,,,BBB-,,,A-3,
Romania,7/22/2016,,,,,,,,,BBB-,,,F3
Romania,7/4/2011,,,BBB-,,,F3,,,BBB,,,
Romania,11/10/2008,,,BB+,,,B,,,BBB-,,,
Romania,8/31/2006,,,BBB,,,,,,BBB+,,,
Romania,11/17/2004,,,BBB-,,,,,,BBB,,,
Romania,12/18/2003,,,BB,,,,,,BB+,,,
Romania,9/24/2003,,,BB-,,,,,,BB,,,
Romania,10/30/2002,,,BB-,,,,,,BB,,,
Romania,6/14/2002,,,B+,,,,,,BB-,,,
Romania,11/16/2000,,,B,,,,,,,,,
Romania,3/24/1999,,,B-,,,,,,,,,
Romania,12/23/1998,,,B,,,,,,,,,
Romania,3/6/1996,,,BB-,,,,,,,,,
Russia,4/22/2016,Ba1,,,,,,Ba1,,,,,
Russia,3/4/2016,Ba1,,,,,,Ba1,,,,,
Russia,2/20/2015,Ba1,,,,,,Ba1,,,,,
Russia,1/16/2015,Baa3,,,P-3,,,Baa3,,,P-3,,
Russia,10/17/2014,Baa2,,,P-2,,,Baa2,,,,,
Russia,6/27/2014,Baa1,,,,,,Baa1,,,,,
Russia,3/28/2014,Baa1,,,,,,Baa1,,,,,
Russia,7/16/2008,baa1,,,,,,Baa1,,,,,
Russia,3/27/2008,Baa2,,,,,,Baa2,,,,,
Russia,5/24/2006,,,,P-1,,,,,,,,
Russia,10/25/2005,Baa2,,,P-2,,,Baa2,,,P-2,,
Russia,9/8/2005,Baa3,,,,,,Baa3,,,,,
Russia,10/8/2003,Baa3,,,,,,Baa3,,,,,
Russia,7/28/2003,Ba2,,,,,,Ba2,,,,,
Russia,12/17/2002,Ba2,,,,,,,,,,,
Russia,10/17/2002,Ba3,,,,,,,,,,,
Russia,11/29/2001,Ba3,,,,,,Ba2,,,,,
Russia,10/11/2001,,,,,,,B1,,,,,
Russia,9/12/2001,,,,,,,B3,,,,,
Russia,9/5/2001,B2,,,,,,,,,,,
Russia,12/7/2000,,,,,,,Caa2,,,,,
Russia,8/23/2000,B3,,,,,,Caa2,,,,,
Russia,1/5/2000,,,,,,,Caa2,,,,,
Russia,8/21/1998,B3,,,,,,Ca,,,,,
Russia,8/13/1998,B2,,,,,,Caa1,,,,,
Russia,5/29/1998,B1,,,,,,B2,,,,,
Russia,3/11/1998,Ba3,,,,,,,,,,,
Russia,11/22/1996,Ba2,,,,,,,,,,,
Russia,10/7/1996,,,,,,,,,,,,
Russia,1/26/2015,,BB+,,,B,,,BBB-,,,,
Russia,12/23/2014,,BBB-,,,A-3,,,BBB,,,,
Russia,1/16/2015,,,,,,,,,,,P-3,
Russia,4/25/2014,,BBB-,,,A-3,,,BBB,,,,
Russia,6/27/2012,,,,,A-2,,,,,,,
Russia,12/8/2008,,BBB,,,A-3,,,BBB+,,,,
Russia,9/4/2006,,BBB+,,,,,,A-,,,,
Russia,12/15/2005,,BBB,,,A-2,,,BBB+,,,,
Russia,10/25/2005,,,,,,,,,,,P-2,
Russia,9/8/2005,,,,,,,,,,,,
Russia,1/31/2005,,BBB-,,,A-3,,,BBB,,,,
Russia,1/27/2004,,BB+,,,,,,BBB-,,,,
Russia,12/5/2002,,BB,,,,,,BB+,,,,
Russia,7/26/2002,,BB-,,,,,,BB-,,,,
Russia,12/19/2001,,B+,,,,,,B+,,,,
Russia,6/28/2001,,B,,,B,,,B,,,,
Russia,12/8/2000,,B-,,,C,,,,,,,
Russia,7/27/2000,,,,,,,,B-,,,,
Russia,2/15/2000,,,,,,,,CCC+,,,,
Russia,5/7/1999,,,,,,,,CCC,,,,
Russia,1/27/1999,,SD,,,SD,,,,,,,
Russia,9/16/1998,,CCC-,,,,,,,,,,
Russia,8/17/1998,,CCC,,,,,,,,,,
Russia,8/13/1998,,B-,,,C,,,,,,,
Russia,6/9/1998,,B+,,,,,,,,,,
Russia,5/29/1998,,,,,,,,,,,,
Russia,10/7/1996,,BB-,,,B,,,,,,,
Russia,7/22/2016,,,,,,,,,,,,F3
Russia,1/9/2015,,,BBB-,,,,,,BBB-,,,
Russia,2/4/2009,,,BBB,,,F3,,,BBB,,,
Russia,7/25/2006,,,BBB+,,,F2,,,BBB+,,,
Russia,8/3/2005,,,BBB,,,F3,,,BBB,,,
Russia,11/18/2004,,,BBB-,,,,,,BBB-,,,
Russia,5/13/2003,,,BB+,,,,,,BB+,,,
Russia,5/2/2002,,,BB-,,,,,,BB-,,,
Russia,10/4/2001,,,B+,,,,,,B,,,
Russia,8/29/2000,,,B,,,,,,B-,,,
Russia,5/8/2000,,,B-,,,,,,,,,
Russia,2/14/2000,,,CCC,,,,,,,,,
Russia,8/26/1998,,,CCC,,,C,,,,,,
Russia,8/17/1998,,,B-,,,,,,,,,
Russia,7/30/1998,,,BB-,,,,,,,,,
Russia,6/5/1998,,,BB,,,,,,,,,
Russia,10/7/1996,,,BB+,,,B,,,,,,
southAfrica,6/9/2017,Baa3,,,P-3,,,Baa3,,,,,
southAfrica,4/3/2017,Baa2,,,P-2,,,Baa2,,,,,
southAfrica,5/6/2016,Baa2,,,P-2,,,Baa2,,,,,
southAfrica,3/8/2016,Baa2,,,P-2,,,Baa2,,,,,
southAfrica,11/6/2014,Baa2,,,,,,Baa2,,,,,
southAfrica,9/27/2012,Baa1,,,,,,Baa1,,,,,
southAfrica,7/16/2009,A3,,,,,,A3,,,,,
southAfrica,3/12/2009,,,,,,,A2,,,,,
southAfrica,1/11/2005,Baa1,,,,,,,,,,,
southAfrica,10/14/2004,Baa2,,,,,,,,,,,
southAfrica,11/29/2001,Baa2,,,P-2,,,A2,,,,,
southAfrica,10/12/2001,Baa3,,,,,,Baa1,,,,,
southAfrica,11/20/1995,,,,,,,Baa1,,,,,
southAfrica,10/3/1994,Baa3,,,,,,,,,,,
southAfrica,4/3/2017,,BB+,,,B,,,BBB-,,,A-3,
southAfrica,12/2/2016,,,,,,,,BBB,,,,
southAfrica,6/13/2014,,BBB-,,,A-3,,,BBB+,,,,
southAfrica,10/12/2012,,BBB,,,,,,A-,,,A-2,
southAfrica,1/25/2011,,,,,,,,A,,,,
southAfrica,8/1/2005,,BBB+,,,A-2,,,A+,,,,
southAfrica,5/7/2003,,BBB,,,,,,A,,,A-1,
southAfrica,2/25/2000,,BBB-,,,A-3,,,A-,,,,
southAfrica,3/6/1998,,,,,B,,,,,,A-2,
southAfrica,11/20/1995,,BB+,,,,,,BBB+,,,,
southAfrica,10/3/1994,,BB,,,,,,,,,,
southAfrica,4/7/2017,,,BB+,,,,,,BB+,,,B
southAfrica,7/22/2016,,,,,,,,,BBB-,,,F3
southAfrica,12/4/2015,,,BBB-,,,,,,BBB,,,
southAfrica,1/10/2013,,,BBB,,,,,,BBB+,,,
southAfrica,8/25/2005,,,BBB+,,,,,,A,,,
southAfrica,5/2/2003,,,BBB,,,,,,A-,,,
southAfrica,3/11/2003,,,BBB-,,,,,,BBB+,,,
southAfrica,6/27/2000,,,BBB-,,,,,,BBB+,,,
southAfrica,5/19/2000,,,BB+,,,,,,BBB+,,,
southAfrica,6/5/1996,,,,,,,,,BBB,,,
southAfrica,9/22/1994,,,BB,,,,,,,,,
Thailand,11/26/2003,Baa1,,,P-2,,,Baa1,,,,,
Thailand,10/2/2003,Baa3,,,,,,Baa3,,,,,
Thailand,6/21/2000,Baa3,,,,,,Baa3,,,,,
Thailand,4/3/2000,Ba1,,,,,,,,,,,
Thailand,9/4/1998,,,,,,,Baa1,,,,,
Thailand,12/21/1997,Ba1,,,,,,,,,,,
Thailand,12/1/1997,Baa3,,,,,,,,,,,
Thailand,11/27/1997,Baa2,,,,,,,,,,,
Thailand,10/2/1997,Baa1,,,P-3,,,,,,,,
Thailand,4/8/1997,A3,,,,,,,,,,,
Thailand,9/3/1996,,,,P-2,,,,,,,,
Thailand,8/1/1989,A2,,,P-1,,,,,,,,
Thailand,4/14/2009,,,,,,,,A-,,,A-2,
Thailand,10/31/2006,,BBB+,,,A-2,,,A,,,A-1,
Thailand,9/19/2006,,BBB+,,,A-2,,,A,,,A-1,
Thailand,8/26/2004,,BBB+,,,,,,,,,,
Thailand,10/8/2003,,BBB,,,A-2,,,A,,,A-1,
Thailand,1/8/1998,,BBB-,,,,,,A-,,,A-2,
Thailand,10/24/1997,,BBB,,,A-3,,,A,,,A-1,
Thailand,9/3/1997,,A-,,,,,,AA-,,,A-1+,
Thailand,8/1/1997,,A,,,,,,AA,,,,
Thailand,5/2/1996,,,,,,,,AA,,,,
Thailand,12/29/1994,,A,,,,,,,,,,
Thailand,6/14/1989,,A-,,,A-1,,,,,,,
Thailand,7/22/2016,,,,,,,,,BBB+,,,F2
Thailand,3/8/2013,,,BBB+,,,F2,,,,,,
Thailand,4/16/2009,,,BBB,,,F3,,,A-,,,
Thailand,10/23/2006,,,BBB+,,,,,,A,,,
Thailand,9/19/2006,,,BBB+,,,,,,A,,,
Thailand,5/11/2005,,,BBB+,,,F2,,,A,,,
Thailand,9/3/2003,,,BBB,,,,,,A-,,,
Thailand,6/24/1999,,,BBB-,,,F3,,,BBB+,,,
Thailand,4/26/1999,,,BB+,,,,,,BBB+,,,
Thailand,5/14/1998,,,BB+,,,B,,,BBB+,,,
Turkey,9/23/2016,Ba1,,,P-3,,,Ba1,,,,,
Turkey,7/18/2016,Baa3,,,,,,Baa3,,,,,
Turkey,5/16/2013,Baa3,,,,,,Baa3,,,,,
Turkey,6/20/2012,Ba1,,,P-2,,,Ba1,,,,,
Turkey,1/8/2010,Ba2,,,,,,Ba2,,,,,
Turkey,12/14/2005,Ba3,,,,,,Ba3,,,,,
Turkey,2/11/2005,,,,,,,B1,,,,,
Turkey,9/30/2004,,,,,,,B2,,,,,
Turkey,4/6/2001,,,,,,,B3,,,,,
Turkey,12/21/2000,B1,,,,,,,,,,,
Turkey,7/24/2000,B1,,,,,,,,,,,
Turkey,3/13/1997,B1,,,,,,,,,,,
Turkey,1/9/1997,Ba3,,,,,,,,,,,
Turkey,10/2/1995,,,,,,,,,,,,
Turkey,6/2/1994,Ba3,,,,,,,,,,,
Turkey,4/6/1994,Ba1,,,,,,,,,,,
Turkey,1/13/1994,Ba1,,,,,,,,,,,
Turkey,10/8/1993,Baa3,,,,,,,,,,,
Turkey,5/5/1992,Baa3,,,,,,,,,,,
Turkey,7/20/2016,,BB,,,,,,BB+,,,B,
Turkey,5/8/2015,,,,,,,,BBB-,,,A-3,
Turkey,3/27/2013,,BB+,,,,,,BBB,,,A-2,
Turkey,1/14/2013,,BB,,,B,,,BBB-,,,A-3,
Turkey,9/20/2011,,,,,,,,BBB-,,,A-3,
Turkey,2/19/2010,,BB,,,,,,BB+,,,,
Turkey,8/17/2004,,BB-,,,,,,BB,,,,
Turkey,3/8/2004,,,,,,,,BB-,,,,
Turkey,10/16/2003,,BB+,,,,,,B+,,,,
Turkey,7/28/2003,,B,,,B,,,B,,,B,
Turkey,4/27/2001,,B-,,,,,,B-,,,,
Turkey,4/16/2001,,B-,,,,,,B-,,,,
Turkey,2/23/2001,,B,,,C,,,B,,,C,
Turkey,2/21/2001,,B+,,,B,,,B+,,,B,
Turkey,4/25/2000,,B+,,,,,,B+,,,B,
Turkey,12/13/1996,,B,,,,,,,,,,
Turkey,7/18/1996,,,,,B,,,,,,,
Turkey,4/28/1994,,B+,,,,,,,,,,
Turkey,1/27/2017,,,BB+,,,,,,,,,
Turkey,7/22/2016,,,,,,,,,BBB-,,,F3
Turkey,11/5/2012,,,BBB-,,,,,,BBB,,,
Turkey,12/3/2009,,,BB+,,,,,,BB+,,,
Turkey,10/27/2009,,,BB-,,,,,,BB,,,
Turkey,12/12/2007,,,,,,,,,BB,,,
Turkey,1/13/2005,,,BB-,,,,,,BB-,,,
Turkey,2/9/2004,,,B+,,,,,,B+,,,
Turkey,9/25/2003,,,B,,,,,,B,,,
Turkey,3/25/2003,,,B-,,,,,,B-,,,
Turkey,2/5/2002,,,,,,,,,B,,,
Turkey,8/2/2001,,,B,,,,,,B-,,,
Turkey,4/2/2001,,,B+,,,,,,B,,,
Turkey,2/22/2001,,,BB-,,,,,,B+,,,
Turkey,4/27/2000,,,BB-,,,,,,BB,,,
Turkey,4/10/2000,,,B+,,,,,,,,,
Turkey,12/20/1996,,,B+,,,,,,,,,
Turkey,9/26/1995,,,BB-,,,,,,,,,
Turkey,8/10/1994,,,B,,,,,,,,,
Ukraine,11/19/2015,Caa3,,,,,,,,,,,
Ukraine,3/24/2015,Ca,,,,,,,,,,,
Ukraine,4/4/2014,Caa3,,,,,,,,,,,
Ukraine,1/31/2014,Caa2,,,,,,,,,,,
Ukraine,9/20/2013,Caa1,,,,,,,,,,,
Ukraine,12/5/2012,B3,,,,,,,,,,,
Ukraine,12/25/2010,,,,,,,,,,,,
Ukraine,5/12/2009,B2,,,,,,B2,,,,,
Ukraine,2/24/2009,B1,,,,,,B1,,,,,
Ukraine,8/8/2008,B1,,,,,,B1,,,,,
Ukraine,3/28/2008,B1,,,,,,B1,,,,,
Ukraine,11/10/2003,B1,,,,,,B1,,,,,
Ukraine,7/28/2003,B2,,,,,,B2,,,,,
Ukraine,1/24/2002,B2,,,,,,B2,,,,,
Ukraine,11/20/2001,Caa1,,,,,,Caa1,,,,,
Ukraine,2/26/2001,,,,,,,,,,,,
Ukraine,4/19/2000,Caa1,,,,,,,,,,,
Ukraine,1/5/2000,Caa1,,,,,,,,,,,
Ukraine,9/9/1998,B3,,,,,,,,,,,
Ukraine,7/28/1998,B3,,,,,,,,,,,
Ukraine,2/6/1998,B2,,,,,,,,,,,
Ukraine,10/19/2015,,B-,,,B,,,B-,,,B,
Ukraine,9/25/2015,,SD,,,D,,,,,,,
Ukraine,4/10/2015,,CC,,,,,,,,,,
Ukraine,12/19/2014,,CCC-,,,,,,CCC+,,,C,
Ukraine,2/21/2014,,CCC,,,,,,,,,,
Ukraine,1/28/2014,,CCC+,,,C,,,,,,,
Ukraine,11/1/2013,,B-,,,,,,B-,,,,
Ukraine,12/7/2012,,B,,,,,,B,,,,
Ukraine,9/13/2011,,,,,,,,B+,,,,
Ukraine,7/29/2010,,B+,,,,,,BB-,,,,
Ukraine,7/22/2010,,B,,,,,,B+,,,,
Ukraine,5/17/2010,,B,,,B,,,B+,,,,
Ukraine,3/11/2010,,B-,,,,,,B,,,B,
Ukraine,2/25/2009,,CCC+,,,C,,,B-,,,C,
Ukraine,2/16/2009,,B,,,B,,,B+,,,B,
Ukraine,10/24/2008,,B,,,B,,,B+,,,B,
Ukraine,10/15/2008,,B+,,,B,,,BB-,,,B,
Ukraine,6/12/2008,,B+,,,,,,BB-,,,,
Ukraine,5/11/2005,,BB-,,,,,,BB-,,,,
Ukraine,7/20/2004,,B+,,,,,,B+,,,,
Ukraine,12/21/2001,,B,,,B,,,B,,,B,
Ukraine,11/11/2016,,,B-,,,B,,,B-,,,B
Ukraine,7/22/2016,,,,,,,,,,,,C
Ukraine,11/18/2015,,,CCC,,,C,,,,,,
Ukraine,10/6/2015,,,DDD,,,DDD,,,,,,
Ukraine,8/27/2015,,,C,,,,,,,,,
Ukraine,2/13/2015,,,CC,,,,,,,,,
Ukraine,8/22/2014,,,,,,,,,CCC,,,
Ukraine,2/7/2014,,,CCC,,,C,,,,,,
Ukraine,11/8/2013,,,B-,,,,,,B-,,,
Ukraine,7/6/2010,,,B,,,,,,B,,,
Ukraine,11/12/2009,,,B-,,,,,,B-,,,
Ukraine,2/12/2009,,,B,,,,,,,,,
Ukraine,10/17/2008,,,B+,,,,,,B,,,
Ukraine,1/21/2005,,,BB-,,,,,,BB-,,,
Ukraine,6/25/2003,,,B+,,,,,,B+,,,
Ukraine,3/26/2002,,,B,,,,,,B,,,
Ukraine,6/13/2001,,,B-,,,B,,,B-,,,
Uruguay,5/29/2014,Baa2,,,,,,Baa2,,,,,
Uruguay,7/31/2012,Baa3,,,,,,Baa3,,,,,
Uruguay,12/8/2010,Ba1,,,P-1,,,Ba1,,,,,
Uruguay,7/15/2010,Ba3,,,,,,Ba3,,,,,
Uruguay,1/12/2009,Ba3,,,,,,Ba3,,,,,
Uruguay,8/14/2008,B1,,,,,,B1,,,,,
Uruguay,12/21/2006,B1,,,,,,B1,,,,,
Uruguay,9/12/2006,B3,,,,,,B3,,,,,
Uruguay,7/31/2002,B3,,,,,,B3,,,,,
Uruguay,7/10/2002,B1,,,,,,B1,,,,,
Uruguay,5/21/2002,Ba2,,,,,,Ba2,,,,,
Uruguay,5/3/2002,Ba2,,,,,,Ba2,,,,,
Uruguay,4/4/2002,Baa3,,,P-3,,,Baa3,,,,,
Uruguay,10/2/1998,,,,,,,Baa3,,,,,
Uruguay,6/10/1997,Baa3,,,P-3,,,,,,,,
Uruguay,10/2/1995,,,,,,,,,,,,
Uruguay,10/15/1993,Ba1,,,,,,,,,,,
Uruguay,6/5/2015,,BBB,,,A-2,,,BBB,,,A-2,
Uruguay,4/3/2012,,,,,A-3,,,BBB-,,,A-3,
Uruguay,7/25/2011,,BBB-,,,,,,BB+,,,,
Uruguay,9/6/2010,,BB+,,,,,,BB,,,,
Uruguay,7/22/2008,,BB,,,,,,BB-,,,,
Uruguay,6/12/2007,,BB-,,,,,,,,,,
Uruguay,9/28/2006,,B+,,,,,,B+,,,,
Uruguay,7/21/2004,,B,,,B,,,B,,,B,
Uruguay,6/2/2003,,B-,,,C,,,B-,,,,
Uruguay,5/16/2003,,SD,,,SD,,,,,,,
Uruguay,4/10/2003,,CC,,,,,,CC,,,,
Uruguay,2/11/2003,,CCC,,,,,,CCC,,,,
Uruguay,11/21/2002,,B-,,,C,,,B-,,,C,
Uruguay,7/26/2002,,B,,,,,,B,,,,
Uruguay,5/14/2002,,BB-,,,,,,BB-,,,B,
Uruguay,2/14/2002,,BB+,,,B,,,BBB-,,,A-3,
Uruguay,6/13/1997,,BBB-,,,A-3,,,BBB+,,,,
Uruguay,11/22/1995,,,,,,,,,,,A-2,
Uruguay,2/14/1994,,BB+,,,,,,BBB,,,,
Uruguay,7/22/2016,,,,,,,,,BBB-,,,F3
Uruguay,3/4/2014,,,,,,,,,BBB,,,
Uruguay,3/7/2013,,,BBB-,,,F3,,,BBB-,,,
Uruguay,7/14/2011,,,BB+,,,,,,BB+,,,
Uruguay,7/27/2010,,,BB,,,,,,BB,,,
Uruguay,7/27/2007,,,BB-,,,,,,BB-,,,
Uruguay,4/10/2007,,,,,,,,,B+,,,
Uruguay,3/7/2005,,,B+,,,,,,,,,
Uruguay,3/29/2004,,,B,,,,,,,,,
Uruguay,6/17/2003,,,B-,,,B,,,,,,
Uruguay,5/19/2003,,,,,,D,,,,,,
Uruguay,5/16/2003,,,DDD,,,,,,,,,
Uruguay,4/10/2003,,,C,,,,,,,,,
Uruguay,3/12/2003,,,CCC-,,,C,,,,,,
Uruguay,1/7/2003,,,B-,,,,,,,,,
Uruguay,7/30/2002,,,B,,,,,,,,,
Uruguay,5/28/2002,,,B+,,,,,,,,,
Uruguay,3/13/2002,,,BB+,,,,,,,,,
Uruguay,1/23/1997,,,BBB-,,,F3,,,,,,
Uruguay,10/26/1995,,,,,,B,,,,,,
Uruguay,1/18/1995,,,BB+,,,,,,,,,
